i,# source_system,supplier_name,supplier_level1, spend ,count(*)
35115,PCARD,SOUTHWES    5262469223271,SOUTHWEST AIRLINES,$107.00 ,1
35116,PCARD,SOUTHWES    5262469861481,SOUTHWEST AIRLINES,$657.97 ,1
35117,PCARD,SOUTHWES    5262470055002,SOUTHWEST AIRLINES,$922.95 ,1
35120,PCARD,SOUTHWES    5262472572495,SOUTHWEST AIRLINES,$48.98 ,1
35121,PCARD,SOUTHWES    5262472593336,SOUTHWEST AIRLINES,$89.98 ,1
35124,PCARD,SOUTHWES    5262472810636,SOUTHWEST AIRLINES,$516.46 ,1
35125,PCARD,SOUTHWES    5262473193763,SOUTHWEST AIRLINES, $-   ,2
35126,PCARD,SOUTHWES    5262473346718,SOUTHWEST AIRLINES,$357.96 ,1
35127,PCARD,SOUTHWES    5262473433784,SOUTHWEST AIRLINES,$442.95 ,1
35128,PCARD,SOUTHWES    5262473459241,SOUTHWEST AIRLINES,$333.96 ,1
35129,PCARD,SOUTHWES    5262473846282,SOUTHWEST AIRLINES,$5.02 ,1
35130,PCARD,SOUTHWES    5262475000633,SOUTHWEST AIRLINES,$295.50 ,1
35131,PCARD,SOUTHWES    5262475462942,SOUTHWEST AIRLINES,$233.99 ,1
35134,PCARD,SOUTHWES    5262478768391,SOUTHWEST AIRLINES,$198.95 ,1
35135,PCARD,SOUTHWES    5262480001642,SOUTHWEST AIRLINES,$285.95 ,1
35136,PCARD,SOUTHWES    5262480216869,SOUTHWEST AIRLINES,$120.00 ,1
35137,PCARD,SOUTHWES    5262480248433,SOUTHWEST AIRLINES,$117.97 ,1
35138,PCARD,SOUTHWES    5262480347968,SOUTHWEST AIRLINES,$198.95 ,1
35139,PCARD,SOUTHWES    5262480911216,SOUTHWEST AIRLINES,$407.96 ,1
35140,PCARD,SOUTHWES    5262481355814,SOUTHWEST AIRLINES,$279.97 ,1
35143,PCARD,SOUTHWES    5262483591120,SOUTHWEST AIRLINES,$247.96 ,1
35144,PCARD,SOUTHWES    5262483708245,SOUTHWEST AIRLINES,$949.96 ,1
35145,PCARD,SOUTHWES    5262484021621,SOUTHWEST AIRLINES,$417.96 ,1
35146,PCARD,SOUTHWES    5262485688600,SOUTHWEST AIRLINES,$467.96 ,1
35147,PCARD,SOUTHWES    5262485724273,SOUTHWEST AIRLINES,$307.97 ,1
35148,PCARD,SOUTHWES    5262486248142,SOUTHWEST AIRLINES,$172.98 ,1
35150,PCARD,SOUTHWES    5262488063302,SOUTHWEST AIRLINES,$321.96 ,1
35151,PCARD,SOUTHWES    5262488088440,SOUTHWEST AIRLINES,$349.96 ,1
35152,PCARD,SOUTHWES    5262488446390,SOUTHWEST AIRLINES,$29.01 ,1
35153,PCARD,SOUTHWES    5262488806764,SOUTHWEST AIRLINES,$499.96 ,1
35154,PCARD,SOUTHWES    5262488834578,SOUTHWEST AIRLINES,$368.96 ,1
35155,PCARD,SOUTHWES    5262488888972,SOUTHWEST AIRLINES,$667.96 ,1
35156,PCARD,SOUTHWES    5262489483650,SOUTHWEST AIRLINES,$19.99 ,1
35157,PCARD,SOUTHWES    5262490136498,SOUTHWEST AIRLINES,$267.96 ,1
35158,PCARD,SOUTHWES    5262490148717,SOUTHWEST AIRLINES,$149.96 ,1
35159,PCARD,SOUTHWES    5262491562201,SOUTHWEST AIRLINES,$257.96 ,1
35160,PCARD,SOUTHWES    5262491661985,SOUTHWEST AIRLINES,$39.99 ,1
35161,PCARD,SOUTHWES    5262493439564,SOUTHWEST AIRLINES,$148.89 ,1
35163,PCARD,SOUTHWES    5262493629421,SOUTHWEST AIRLINES,$521.96 ,1
35164,PCARD,SOUTHWES    5262494099276,SOUTHWEST AIRLINES, $-   ,2
35167,PCARD,SOUTHWES    5262496150280,SOUTHWEST AIRLINES,$244.00 ,1
35168,PCARD,SOUTHWES    5262496192341,SOUTHWEST AIRLINES,$212.96 ,1
35169,PCARD,SOUTHWES    5262496283624,SOUTHWEST AIRLINES,$267.96 ,1
35170,PCARD,SOUTHWES    5262496443168,SOUTHWEST AIRLINES,$563.96 ,1
35171,PCARD,SOUTHWES    5262496606490,SOUTHWEST AIRLINES,$154.51 ,1
35172,PCARD,SOUTHWES    5262496802861,SOUTHWEST AIRLINES,$203.97 ,1
35173,PCARD,SOUTHWES    5262498808969,SOUTHWEST AIRLINES,$230.95 ,1
35174,PCARD,SOUTHWES    5262498813153,SOUTHWEST AIRLINES,$186.92 ,1
35175,PCARD,SOUTHWES    5262498956998,SOUTHWEST AIRLINES,$15.00 ,1
35176,PCARD,SOUTHWES    5262498957571,SOUTHWEST AIRLINES,$4.02 ,1
35177,PCARD,SOUTHWES    5262499297595,SOUTHWEST AIRLINES,$266.96 ,1
35179,PCARD,SOUTHWES    5262499638985,SOUTHWEST AIRLINES,$287.95 ,1
35182,PCARD,SOUTHWES    5262499753522,SOUTHWEST AIRLINES,$549.95 ,1
35183,PCARD,SOUTHWES    5264206739666,SOUTHWEST AIRLINES,($7.00),1
35184,PCARD,SOUTHWES    5264232255968,SOUTHWEST AIRLINES,($34.50),1
35190,PCARD,SOUTHWES    5267876436972,SOUTHWEST AIRLINES,$323.96 ,1
35193,PCARD,SOUTHWES    5267967265167,SOUTHWEST AIRLINES,$378.48 ,1
35196,PCARD,SOUTHWES    5267990773149,SOUTHWEST AIRLINES,$257.96 ,1
35199,PCARD,SOUTHWES    5268063511754,SOUTHWEST AIRLINES,$636.46 ,1
35200,PCARD,SOUTHWES    5268063511986,SOUTHWEST AIRLINES,$193.97 ,1
35207,PCARD,SOUTHWES    5268076929348,SOUTHWEST AIRLINES,$187.97 ,1
35212,PCARD,SOUTHWES    5269956511354,SOUTHWEST AIRLINES,($5.50),1
35215,PCARD,SOUTHWEST AIRLINES CO.,SOUTHWEST AIRLINES,"$128,438.59 ",530
35217,ARS_JDE,Southwest Licking Community Water,SOUTHWEST AIRLINES,$100.00 ,1
35218,ARS_JDE,SOUTHWEST MOBILE STORAGE - SD,T-MOBILE,"$1,473.95 ",21
35221,ARS_JDE,SOUTHWEST SUBURBAN SEWER DISCTRIC,SOUTHWEST AIRLINES,$317.72 ,5
35222,PCARD,SOUTHWEST VACATIONS,SOUTHWEST AIRLINES,"$1,429.36 ",1
35223,PCARD,SOUTHWESTAIR*INFLIGHT,SOUTHWEST AIRLINES,$25.00 ,2
35226,PCARD,SP ABADAK TARPSPLUS,A-PLUS,($546.82),1
35227,PCARD,SP AGOZTECH,,$539.10 ,1
35228,PCARD,SP APPREC AT WORK,,$175.00 ,1
35229,PCARD,SP ASTARIN,,$63.41 ,1
35230,PCARD,SP AUTOFASTENERSAND,,$93.99 ,1
35231,PCARD,SP AUTO-SAN,,$303.75 ,1
35233,PCARD,SP BRAZILIAN STEAKHOUSE,,$138.14 ,1
35234,PCARD,SP COCO GIFT PTE.LTD,,$52.29 ,1
35235,PCARD,SP CONTRACTOR-CTC,,$249.11 ,1
35236,PCARD,SP COSTAVIDAGIFTCARD,,$10.00 ,1
35237,PCARD,SP CROOZIN COOLERS,,$549.98 ,1
35239,PCARD,SP DRAIN IV,,$179.74 ,1
35240,PCARD,SP ELECTRICAL EXAM S,,"$2,499.00 ",1
35241,PCARD,SP EVEREST PARTS,,$16.90 ,1
35243,PCARD,SP FORENSICSDETECTORS,,$595.00 ,1
35245,PCARD,SP GENERATORFACTORY,,$86.08 ,1
35246,PCARD,SP GREEN GRIDIRON,,"$4,596.54 ",2
35248,PCARD,SP HEXARMOR,,$145.23 ,1
35249,PCARD,SP HINTZE BELTS,,"$2,585.66 ",1
35250,PCARD,SP HIT A DOUBLE,,$53.63 ,1
35251,PCARD,SP HOLSTERY,,$899.70 ,1
35252,PCARD,SP HUMPHREYS PRIME C,,$262.00 ,1
35253,PCARD,SP HYPERSHOP.COM,,$448.45 ,2
35255,PCARD,SP JETTERS NORTHWEST,,$229.38 ,3
35256,PCARD,SP LIFTGATEME,,$133.79 ,1
35257,PCARD,SP LIMITLESS WALLS,,$207.36 ,1
35258,PCARD,SP LINEAR DIFFUSERS,,"$1,667.76 ",2
35260,PCARD,SP LUXE BIDET,,$75.71 ,1
35261,PCARD,SP MEGABAI.COM,,$32.21 ,1
35262,PCARD,SP MILK BAR,,"$1,800.00 ",24
35263,PCARD,SP MINKY COUTURE,,$50.00 ,1
35264,PCARD,SP MRCOOLDIRECT,,$530.87 ,1
35265,PCARD,SP MUDDYS LOVES YOU,,$290.84 ,1
35266,PCARD,SP MUFFLER EXPRESS L,,"$1,919.00 ",1
35267,PCARD,SP NATURAL CHOICE,,$157.98 ,2
35268,PCARD,SP NEVERBUYANOTHERFI,,$179.98 ,2
35269,PCARD,SP NORTHCOUNTRYFIRE,,$112.65 ,1
35270,PCARD,SP NOTARYSTAMP.COM,,$28.25 ,1
35271,PCARD,SP NUTSHELL STORES,,$666.52 ,1
35272,PCARD,SP OONFUL COMFORT,,$140.98 ,1
35274,PCARD,SP OUTDOORPOWRDIRECT,,$603.15 ,3
35275,PCARD,SP PAULS BAKERY,,$73.00 ,1
35276,PCARD,SP PERMACOVER.COM,,$59.95 ,1
35277,PCARD,SP PIONEER PARTY,,$124.95 ,1
35278,PCARD,SP PLASTIC CURTAINS,,$185.95 ,1
35279,PCARD,SP PLUS CORPORATION,,"$2,632.50 ",39
35280,PCARD,SP PROFLOWERS.COM,LOWES,$470.72 ,3
35281,PCARD,SP PURE HOME DIRECT,,"$5,476.51 ",1
35282,PCARD,SP RECTEQ,,$480.43 ,1
35283,PCARD,SP REFRIGERATOR FILTER,,$69.99 ,1
35285,PCARD,SP REVERSEOSMOSIS,,$98.53 ,1
35286,PCARD,SP RUBBERSTAMPS.COM,,$54.39 ,2
35287,PCARD,SP SCENTED VENTS LLC,,"$1,147.96 ",4
35288,PCARD,SP SCHEDULE73PARTS,,$205.30 ,1
35291,PCARD,SP SMART PARTS,,$50.56 ,1
35292,PCARD,SP STUPAR ENT.,,$183.04 ,1
35293,PCARD,SP SWEETSANDGEEKS,,$47.93 ,1
35295,PCARD,SP THE CREAMERY,,$32.48 ,5
35296,PCARD,SP THE LOUDCUP COMPANY,,$149.65 ,1
35297,PCARD,SP TROPHYSMACK,,"$1,304.95 ",3
35298,PCARD,SP TWH.COM,,$49.23 ,1
35299,PCARD,SP VELLICA.COM AWRD,,($116.49),1
35300,PCARD,SP WATER ESTORE,,$62.19 ,1
35301,PCARD,SP WINDOWPARTS.COM,,$85.82 ,1
35302,PCARD,SP YADA YADA CAFE,,$14.40 ,1
35303,PCARD,SP ZGRILLS,,$413.49 ,1
35304,PCARD,SP ZILLERELECTRIC,,$86.26 ,2
35305,PCARD,SPA WORLD CORPORATION,,$175.00 ,4
35306,PCARD,SPACE AGE #27,,$87.07 ,2
35307,ARS_JDE,SPACE CLEAN LLC,,"$31,976.23 ",14
35308,PCARD,SPAGHETTI WORKS  RALSTON,,$111.46 ,3
35309,PCARD,SPALDING CO ONLINE BUILD,,$408.00 ,8
35314,PCARD,SPANISH FORK CITY,,"$2,547.29 ",3
35315,PCARD,SPANISH FORK GENERAL,,$930.83 ,3
35317,ARS_JDE,SPARK ELECTRIC INC,,$615.00 ,1
35318,ARS_JDE,SPARKHOUND INC,,"$125,820.00 ",20
35319,PCARD,SPARKLE CAR WASH,,$161.28 ,2
35320,ARS_JDE,Sparkletts/Danon Waters of North America,,$861.10 ,16
35321,ARS_JDE,SPARKS QUALITY FENCE COMPANY,,"$1,700.00 ",1
35322,ARS_JDE,SPARTA TOWNSHIP,NON-SOURCEABLE,"$3,694.00 ",14
35323,ARS_JDE,SPARTAN SHEET & COIL LLC,,"$48,932.93 ",14
35329,PCARD,SPARTANBURG BLDG CODES,,$144.75 ,2
35330,PCARD,SPCO2 LLC,,$12.93 ,1
35332,ARS_JDE,SPECIAL OLYMPICS KANSAS INC,,"$11,000.00 ",6
35333,ARS_JDE,SPECIALIZED AIR & HYDRONIC BALANCING,,"$150,385.00 ",65
35335,ARS_JDE,SPECIALTY DOOR SERVICE INC,,$693.66 ,2
35337,ARS_JDE,SPECIALTY TINTING INC,,"$2,388.00 ",1
35339,ARS_JDE,SPECTRIO LLC,,"$83,765.67 ",8
35342,ARS_JDE,SPEED OIL CHANGE CENTER,,"$3,521.97 ",53
35343,PCARD,SPEED-E-CRETE READY MIX &,,"$1,109.50 ",5
35344,PCARD,SPEEDEE 1072,,$106.67 ,1
35345,PCARD,SPEEDEE OF AUBURN HILL,,$41.24 ,4
35346,PCARD,SPEEDPRO IMAGING NJ SHORE,,"$1,092.91 ",2
35347,PCARD,SPEED'S POWER EQUIPMENT,,$372.86 ,1
35348,ARS_JDE,SPEED'S TOWING,,"$3,857.00 ",9
35349,PCARD,SPEEDWAY  06910,SPEEDWAY,$182.53 ,4
35350,PCARD,SPEEDWAY 01230 E NATIONAL,SPEEDWAY,$35.41 ,1
35351,PCARD,SPEEDWAY 01259 4775 CORNE,SPEEDWAY,$6.57 ,1
35352,PCARD,SPEEDWAY 01422  900 BROOK,SPEEDWAY,$33.59 ,1
35353,PCARD,SPEEDWAY 01476 2180 MERCE,SPEEDWAY,$8.97 ,1
35354,PCARD,SPEEDWAY 01829 705 CORWIN,SPEEDWAY,$34.77 ,1
35355,PCARD,SPEEDWAY 03323 COLUMBUS O,SPEEDWAY,$101.01 ,7
35356,PCARD,SPEEDWAY 03338 PLAINFIELD,SPEEDWAY,$51.34 ,1
35359,PCARD,SPEEDWAY 03450,SPEEDWAY,$75.92 ,1
35360,PCARD,SPEEDWAY 05011 MERIDIAN I,SPEEDWAY,$4.38 ,1
35361,PCARD,SPEEDWAY 05480 3750 W DUB,SPEEDWAY,$20.01 ,1
35362,PCARD,SPEEDWAY 05514 I-70 AND S,SPEEDWAY,$56.15 ,1
35363,PCARD,SPEEDWAY 06010 2700 WALNU,SPEEDWAY,$100.77 ,1
35364,PCARD,SPEEDWAY 06505,SPEEDWAY,$57.20 ,2
35365,PCARD,SPEEDWAY 07405 528 BUTTER,SPEEDWAY,$59.00 ,2
35366,PCARD,SPEEDWAY 07505 RR 9 19W 1,SPEEDWAY,$13.57 ,1
35367,PCARD,SPEEDWAY 08076 2045 NORTH,SPEEDWAY,$106.96 ,1
35369,PCARD,SPEEDWAY 09428 4018 WEST,SPEEDWAY,$41.09 ,1
35370,PCARD,SPEEDWAY 09435 655 S. 500,SPEEDWAY,$437.53 ,4
35371,PCARD,SPEEDWAY 09445 897 EAST 6,SPEEDWAY,$66.88 ,2
35373,PCARD,SPEEDWAY 09621 LEXINGTON,SPEEDWAY,$15.00 ,1
35374,PCARD,SPEEDWAY 1198 RIVERSIDE,SPEEDWAY,$220.31 ,7
35375,PCARD,SPEEDWAY 4149,SPEEDWAY,$30.61 ,1
35379,ARS_JDE,SPEEDY SEPTIC SERVICES,,$582.00 ,1
35384,PCARD,SPERRYS RESTAURANT COOL,,$524.03 ,1
35385,PCARD,SPEZIA,,"$1,187.83 ",2
35386,PCARD,SPI BLDG 156,,"$6,194.22 ",6
35387,PCARD,SPI LLC,,$815.21 ,2
35389,PCARD,SPI*PP REGIONAL BLDG DEPT,,$314.01 ,4
35390,PCARD,SPI*QUESTAR GAS COMPANY,,"$13,709.22 ",38
35391,PCARD,SPICE PARADISE,,$27.00 ,1
35392,PCARD,SPICE VILLAGE INC,,$136.38 ,1
35393,PCARD,SPICY THAI,,$53.82 ,1
35395,PCARD,SPINNAKER VERO INC,,$885.77 ,2
35396,PCARD,SPIRIT AIRL 4870332979843,SPIRIT AIRLINES,$423.78 ,1
35397,PCARD,SPIRIT AIRL 4870332991780,SPIRIT AIRLINES,$423.78 ,1
35398,PCARD,SPIRIT AIRL 4870333652914,SPIRIT AIRLINES,$147.00 ,1
35400,PCARD,SPIRIT AIRL 4870333896061,SPIRIT AIRLINES,$43.89 ,1
35403,PCARD,SPIRIT AIRL 4870334920471,SPIRIT AIRLINES,$137.07 ,1
35404,PCARD,SPIRIT AIRL 4870335436345,SPIRIT AIRLINES,$140.89 ,1
35405,PCARD,SPIRIT AIRL 4870335485622,SPIRIT AIRLINES,$113.00 ,1
35406,PCARD,SPIRIT AIRL 4870335538168,SPIRIT AIRLINES,$419.36 ,1
35408,PCARD,SPIRIT AIRL 4870335867639,SPIRIT AIRLINES,$121.00 ,1
35409,PCARD,SPIRIT AIRL 4870336757454,SPIRIT AIRLINES,$214.89 ,1
35410,PCARD,SPIRIT AIRL 4870337979716,SPIRIT AIRLINES,$130.00 ,1
35413,PCARD,SPIRIT AIRL 4870338376170,SPIRIT AIRLINES,$64.00 ,1
35414,PCARD,SPIRIT AIRL 4870338475882,SPIRIT AIRLINES,$87.78 ,1
35415,PCARD,SPIRIT AIRL 4870338966972,SPIRIT AIRLINES,$59.00 ,1
35416,PCARD,SPIRIT AIRL 4870339040384,SPIRIT AIRLINES,$152.00 ,1
35417,PCARD,SPIRIT AIRL 4870339341627,SPIRIT AIRLINES,($51.89),1
35418,PCARD,SPIRIT AIRL 4870340726830,SPIRIT AIRLINES,$109.00 ,1
35419,PCARD,SPIRIT AIRL 4870340759032,SPIRIT AIRLINES,$66.00 ,1
35420,PCARD,SPIRIT AIRL 4870359035726,SPIRIT AIRLINES,$111.89 ,1
35421,PCARD,SPIRIT AIRL 4870359861399,SPIRIT AIRLINES,$58.00 ,1
35422,PCARD,SPIRIT AIRL 4870373965286,SPIRIT AIRLINES,$133.78 ,1
35423,PCARD,SPIRIT AIRL 4870375492317,SPIRIT AIRLINES,$181.70 ,1
35424,PCARD,SPIRIT AIRL 4870376847684,SPIRIT AIRLINES,$238.00 ,1
35425,PCARD,SPIRIT AIRL 4870376866411,SPIRIT AIRLINES,$309.18 ,1
35426,PCARD,SPIRIT AIRL 4870378978457,SPIRIT AIRLINES,$223.18 ,1
35427,PCARD,SPIRIT AIRL 4870379709491,SPIRIT AIRLINES,$254.18 ,1
35428,PCARD,SPIRIT AIRL 4870379711568,SPIRIT AIRLINES,$197.18 ,1
35429,PCARD,SPIRIT AIRL 4870381912707,SPIRIT AIRLINES,$126.00 ,1
35430,PCARD,SPIRIT AIRL 4870382044195,SPIRIT AIRLINES,$99.00 ,1
35431,PCARD,SPIRIT AIRL 4870382366534,SPIRIT AIRLINES,$55.00 ,1
35432,PCARD,SPIRIT AIRLINES INC,SPIRIT AIRLINES,"$4,435.75 ",27
35433,PCARD,SPIRIT AIRLINES ONBOARD R,SPIRIT AIRLINES,$4.49 ,1
35434,PCARD,SPIRIT CAPITAL LLC,,$47.74 ,1
35435,PCARD,SPIRIT GRILLE,,$26.00 ,1
35436,PCARD,SPIRIT HALLOWEEN SUPERSTO,LOWES,$26.86 ,1
35439,PCARD,SPLASH N DASH CAR WASH,,$9.00 ,1
35440,PCARD,SPLASH N DASH CLUB ACCT,,$176.55 ,6
35441,PCARD,SPLIT ENDZ,,$225.46 ,1
35442,PCARD,Sponsors for Educational,,"$2,000.00 ",1
35443,PCARD,SPORTSENGINE,,$312.50 ,1
35445,PCARD,Spotify AB,,$111.58 ,10
35446,PCARD,SPOTIFY USA INC,,$123.61 ,11
35449,PCARD,SPOTSYLVANIA COUNTY,NON-SOURCEABLE,"$44,708.00 ",319
35450,ARS_JDE,SPRADS ACE HARDWARE,ACE HARDWARE,$4.31 ,1
35453,PCARD,SPRAYER SUPPLIES,,$56.81 ,1
35456,ARS_JDE,SPRING GARDEN TOWNSHIP,NON-SOURCEABLE,$293.50 ,3
35457,PCARD,SPRING LAKE FOODS INC,,$12.47 ,1
35460,PCARD,SPRINGETTSBURY TOWNSHI,,"$2,005.93 ",6
35481,PCARD,SPRINGSTEEN RD ROCK HILL,,$61.00 ,1
35482,PCARD,SPRINGVILLE BIG O TIRES,BIG O TIRES,$48.00 ,1
35483,PCARD,SPRINGVILLE CITY CORP,,$383.57 ,15
35484,PCARD,SPRINGVILLE ONE STOP,,$47.59 ,1
35485,PCARD,SPRINKLER SUPPLY,,$467.23 ,5
35486,ARS_JDE,SPRINKLER WORLD,,$30.28 ,1
35487,ARS_JDE,SPROUT SOCIAL INC,,"$124,038.44 ",2
35489,PCARD,SproutLoud Media Networks,,$67.03 ,1
35490,PCARD,SPROUTLOUD.COM,,"$4,392.08 ",6
35491,PCARD,SPROUTS FARMERS MAR,,$61.62 ,2
35492,ARS_JDE,SPS COMPANIES INC,,"$3,321.14 ",24
35494,PCARD,SPVA ASSOCIATES LLC,,"$1,897.45 ",7
35495,PCARD,SQ *12 OAKS PARKING,,$16.00 ,1
35496,PCARD,SQ *2 HOT CHICKS FOOD TRU,,"$3,766.50 ",5
35497,PCARD,SQ *206 - SAVI PROVISIONS,,$125.34 ,3
35498,PCARD,SQ *24 HR EMERGENCY LOCKS,,$270.00 ,1
35499,PCARD,SQ *365 EVENTS E L INC,,"$1,470.00 ",1
35500,PCARD,SQ *5 STAR CIRCUIT BREAKE,,$213.52 ,1
35501,PCARD,SQ *A AA LIGHTNING LOCKSM,,$420.00 ,3
35502,PCARD,SQ *A AND Z WORLD LLC,,$70.00 ,1
35503,PCARD,SQ *A AQUINO LLC,,"$1,324.18 ",3
35504,PCARD,SQ *A PLUS APPLIANCE PART,A-PLUS,$98.78 ,1
35508,PCARD,SQ *A2F*BOBS CORNER DELI,,$63.40 ,1
35509,PCARD,SQ *AA MCO CURB,,$99.00 ,2
35510,PCARD,SQ *ABC CAB LLC,,$193.88 ,4
35511,PCARD,SQ *ABRAHAM SEYOUM,,$37.13 ,1
35513,PCARD,SQ *AC SERVICE TECH LLC,,$39.99 ,1
35514,PCARD,SQ *ACONCAGUA BAKERY & CA,,$30.74 ,1
35515,PCARD,SQ *ACWORTH TOWNE EXECUTI,,$143.75 ,1
35516,PCARD,SQ *ADMINISTRATIVE SERVIC,,$272.31 ,7
35517,PCARD,SQ *ADVANCED MASTER LOCKS,,$668.04 ,3
35518,PCARD,SQ *AIR BOUNCE SAN DIEGO,,$229.00 ,2
35521,PCARD,SQ *ALLFAB INC.,,$171.81 ,1
35523,PCARD,SQ *AMERICAB,,$84.00 ,1
35526,PCARD,SQ *AMERICAN SOCIETY FOR,,$133.50 ,1
35528,PCARD,SQ *AOK CONSULTING LLC,,"$3,750.00 ",5
35529,PCARD,SQ *APPION INC.,,$807.00 ,1
35530,PCARD,SQ *ARAMI MIDWAY,,$25.99 ,1
35532,PCARD,SQ *ARTISAN MARKET,,$9.61 ,1
35534,PCARD,SQ *AUBERGINE KITCHEN AME,,$19.23 ,1
35535,PCARD,SQ *AUTONOVATION MOBILE A,T-MOBILE,$95.00 ,1
35538,PCARD,SQ *B1ST INVESTORS,,"$1,386.31 ",2
35539,PCARD,SQ *BAKERY LORRAINE AT TH,,$15.07 ,1
35540,PCARD,SQ *BAM BAMS BBQ,,$153.63 ,2
35541,PCARD,SQ *BASTROP SIGNS AND BAN,,"$1,082.50 ",1
35542,PCARD,SQ *BAY AREA SURVEY,,$412.00 ,1
35543,PCARD,SQ *BAY CITY BISTRO,,$104.18 ,2
35544,PCARD,SQ *BEIT RIMA,,$156.35 ,1
35545,PCARD,SQ *BEN & JERRY'S SOUTH S,,$21.00 ,1
35546,PCARD,SQ *BENNETT'S AUTO,,$112.00 ,1
35549,PCARD,SQ *BIG DAWGS HOT DOGS,,$775.00 ,1
35550,PCARD,SQ *BIG TONYS PIZZA,,$122.41 ,1
35551,PCARD,SQ *BIG WHEEL TRUCK SALES,,$850.00 ,1
35552,PCARD,SQ *BIRDIES HOT CHICKEN,,$19.87 ,1
35553,PCARD,SQ *BJORN'S BREW STATE LL,,$76.00 ,3
35556,PCARD,SQ *BOB'S LOCK SAFE & KEY,,$269.00 ,1
35557,PCARD,SQ *BOWEN?S BACKFLOW SERV,,$134.55 ,1
35558,PCARD,SQ *BREVEDE COFFEE - CHEV,,$6.83 ,1
35561,PCARD,SQ *BROKE JOHNNY FOOD TRU,,"$1,040.40 ",1
35562,PCARD,SQ *BUCKHEAD BOOKS,,$90.81 ,7
35565,PCARD,SQ *C & C SHELL,,$545.00 ,1
35566,PCARD,SQ *CAFE DE CREPE,,$747.50 ,1
35567,PCARD,SQ *CAFE DESCARTES MIDWAY,,$6.09 ,1
35570,PCARD,SQ *CARLO'S BAKERY LAS VE,,$8.89 ,1
35571,PCARD,SQ *CARTEL ROASTING CO.,,$20.07 ,2
35573,PCARD,SQ *CASEY'S COTTAGE LEMON,,$9.00 ,2
35574,PCARD,SQ *CDL NOW,,"$2,150.00 ",12
35575,PCARD,SQ *CELL PHONE REPAIR,,$255.59 ,1
35576,PCARD,SQ *CELLULAR CITY,,$170.00 ,1
35578,PCARD,SQ *CHAMO?S BAGEL & GRILL,,$64.05 ,1
35579,PCARD,SQ *CHAPATI X SHANI'S SEC,,$41.86 ,1
35580,PCARD,SQ *CHARTROOSE CABOOSE,,$86.29 ,1
35581,PCARD,SQ *CHOM BURGER,,$31.18 ,1
35583,PCARD,SQ *CITY DONUTS,,$44.49 ,1
35584,PCARD,SQ *CITY OF HILLCREST VIL,NON-SOURCEABLE,$795.11 ,7
35586,PCARD,SQ *CLEMENTE FRANCO,,"$1,790.00 ",1
35588,PCARD,SQ *COMMON GROUNDS,,$11.82 ,1
35589,PCARD,SQ *COMMUNAL,,$469.11 ,3
35590,PCARD,SQ *COMPLETE ANIMAL REMOV,,"$1,965.55 ",1
35592,PCARD,SQ *CONGER CONSTRUCTIO,,$845.00 ,1
35593,PCARD,SQ *CONVIVE COFFEE ROASTE,,$35.70 ,2
35595,PCARD,SQ *CRAVE COOKIES OF WEST,,$12.11 ,1
35596,PCARD,SQ *CRAVE SUBS,,$41.80 ,1
35597,PCARD,SQ *CTBROWN SANITATION SE,,"$1,552.50 ",1
35598,PCARD,SQ *D. C. TAPPING SERVICE,,$825.00 ,1
35599,PCARD,SQ *DA PIZZA COMPANY,,"$1,614.60 ",2
35600,PCARD,SQ *DAILY BREW COFFEE HOU,,$14.65 ,2
35601,PCARD,SQ *DEEP CLEAN AUTO DETAI,,$540.75 ,1
35602,PCARD,SQ *DENIZENS BREWING CO -,,$72.57 ,1
35603,PCARD,SQ *DEPENDABLE DOOR SYSTE,,$701.00 ,2
35604,PCARD,SQ *DETAIL PROS ORLANDO I,,$532.90 ,1
35606,PCARD,SQ *DFW RIMS,,$125.00 ,1
35607,PCARD,SQ *DFW TAXI AND LIMO SER,,$85.10 ,2
35608,PCARD,SQ *DFWAIRPORTER,,$360.60 ,3
35609,PCARD,SQ *DICKEYS LOVE FIELD JV,,$21.03 ,1
35610,PCARD,SQ *DIMASSI?S WILLOWBROOK,,$42.30 ,1
35611,PCARD,SQ *DK PROMOTIONS COLORAD,,"$1,941.54 ",2
35612,PCARD,SQ *DONALD'S DONUTX,,$7.67 ,1
35613,PCARD,SQ *DONNA'S DELICIOUS DOZ,,$84.92 ,1
35614,PCARD,SQ *DONUT DELITE,,$84.20 ,2
35615,PCARD,SQ *DONUT HOUSE (68,,$17.30 ,1
35616,PCARD,SQ *DONUT HUTT,,$139.00 ,2
35617,PCARD,SQ *DONUT PALACE,,$90.38 ,1
35618,PCARD,SQ *DONUT PLUS,,$100.58 ,2
35619,PCARD,SQ *DONUT STAR,,$144.60 ,4
35620,PCARD,SQ *DULLES WASHINGTON FLY,,$80.28 ,1
35621,PCARD,SQ *DUSTIN SMITH DBA DCS,,"$10,150.00 ",8
35622,PCARD,SQ *EARLS DADELAND,,$160.06 ,1
35624,PCARD,SQ *EASTERN TERMITE,,$174.86 ,2
35627,PCARD,SQ *EL COMAL DE MEXICO CA,,$850.00 ,1
35629,PCARD,SQ *ERNIE'S SPORTS DELI,,$21.36 ,1
35630,PCARD,SQ *EVAN,,$319.72 ,1
35634,PCARD,SQ *EVERY DETAIL CAR DETA,,$225.00 ,1
35635,PCARD,SQ *FAMILY FOOD PALACE,,"$1,233.41 ",2
